temperature,humidity,visibility,wind_speed,weather,junction,traffic_signal,hour,severity
36.5584376426139,68.77237833061481,7.878509882957241,4.203128191950622,0,0,1,22,2
35.393540919890704,53.53452196429899,8.192621947674585,11.567985386297908,0,1,0,21,2
34.890859150151094,67.41735898000663,2.7808180743773248,5.295994828919115,2,1,0,19,1
33.81191976846201,79.67370560288181,8.243278459929428,12.53195164476717,1,0,1,11,4
36.480523613015116,65.19692057444189,6.380865005863029,6.913106821000523,2,0,0,21,1
31.202478533552622,67.24147432357668,7.163925821566492,9.449399621077093,0,0,0,6,2
26.96665213946369,91.25352432319005,9.569912073242,7.387808061062737,0,0,1,14,3
38.11281759040353,56.76699165574633,6.666878257081256,7.655780117435416,2,1,0,18,1
30.591557241114767,54.36191645184157,9.146684742473841,10.847756347451556,2,1,1,19,1
35.79071180129789,56.005002076420865,1.581943290777661,11.723008511422229,2,1,0,13,3
26.470988941714438,76.45853859493786,5.704526526088186,6.865309993945632,3,0,1,14,1
32.17297958002997,66.17073848586156,7.525064912604759,9.952547996438929,3,1,0,7,1
35.63762358074803,53.41638571177948,4.381066768987139,1.2972412991221913,0,0,0,8,3
33.69444584858177,85.97080803886901,6.673611123908742,11.519775032634904,3,0,0,22,2
33.28970150475231,72.72793647371262,7.643880323109932,6.712752567564429,3,0,1,2,2
22.418158639853992,82.9470613535099,8.016351803870753,1.3194108909029252,2,0,1,14,3
32.2887163291076,62.353010178499034,1.2242527467806292,2.802979001475058,2,0,0,12,4
30.269894510848328,60.77109169324541,7.352633311888544,4.382962431473542,0,0,0,17,2
29.832563525727235,66.30453664582528,6.607806784247352,14.497221167902802,0,0,1,18,2
26.129479564992597,41.16752096960212,2.46395458876131,1.8701973509194552,0,1,0,20,2
42.96062834903897,50.92782553671743,4.990020631201531,6.884252055893567,0,0,1,15,1
37.05979142003381,67.91447535835668,8.383235549138613,8.760530729420147,1,0,1,9,3
34.52699808474224,56.89705393992134,8.036510571832743,13.152512205393476,1,0,1,16,2
37.49171295036418,55.01996888661811,5.930016819239918,3.61011956466631,2,0,0,10,1
28.45098149990093,64.03195769671116,8.355780954919602,12.209304464675089,1,1,0,20,1
26.251091508613534,66.66549282287998,6.429503213607472,8.066679340377018,2,0,0,19,1
32.691065453011085,76.34175448308258,5.181027882190328,4.269608015347394,2,0,0,15,2
32.959426538740786,54.5299479092814,7.2417997799140545,10.617489579505325,2,0,0,6,1
36.81457863004705,70.00839471320027,5.3641900568505685,8.525377336463292,3,0,0,14,2
39.24908573986907,70.1460886774221,7.848286401830871,13.352422014422217,0,1,1,8,2
34.22392315432191,75.19537045012525,6.524944669591845,2.1623203829742925,1,1,0,10,1
30.312458705745023,77.37120545480443,1.0890695519940337,12.18205917426748,1,0,1,14,1
28.818068731983654,86.93210884511959,7.134944886199266,9.801509678719361,3,1,1,20,3
37.067669453703225,61.95919980075333,9.053714350190042,12.17571172427402,0,0,0,11,3
32.52167075423983,79.79652635673872,5.999217798351128,7.847842405095334,1,0,1,19,3
36.33590894917512,58.826451921133504,9.834913425538502,7.385754443708528,2,1,0,10,3
35.15731284699937,74.93400866978781,5.1750184377026685,14.644189794933508,1,1,1,15,3
29.960662206984043,67.3462669033264,7.93752209119543,12.189096183116025,1,0,0,14,4
33.067769904281064,76.25563582146336,8.003530049090232,9.547232354710138,1,0,1,16,2
28.035375491582013,56.441545303511944,7.35883708224817,9.243920290679998,2,0,0,21,2
33.953760448000274,65.57768203216409,8.558667207975319,7.709926263966645,0,0,1,18,1
31.561283615381917,64.07510406266907,6.540880880743735,7.440056776387173,2,0,0,7,2
20.48361017306997,72.38468050484975,7.2523320062508985,14.425044154887075,3,0,0,10,2
29.823167531891944,71.98252679792462,2.012510575660051,7.4900948977406205,0,0,0,8,4
29.7916845293853,54.05845160478291,4.344920071164102,13.794522058491376,0,1,1,18,2
31.397152659002725,72.06529941872391,2.4042551785979063,2.264885143692349,3,0,0,17,1
33.01505433064203,68.40937524355644,3.9036074907323677,12.282580015054247,2,1,0,20,4
33.49010534643379,72.76870300131385,1.685218077531665,6.4897596149554575,2,1,0,11,3
32.9642571407237,74.38251773673136,8.826426508140015,13.189980265906753,0,1,0,16,3
40.11881819960638,76.06123813103761,9.200703497203584,12.786701972978479,3,0,0,20,2
35.30242808608988,84.03571746145633,4.981695897782252,7.258173238816397,1,0,0,19,3
42.96267516623482,88.13643144693285,4.899701498446367,2.103924592251947,3,0,0,13,4
29.312378974926236,66.48427270003148,1.4384755510563245,5.70703112916317,1,0,1,9,1
36.81550238340433,68.37794805839452,9.354724673292273,13.4748141208672,3,0,0,14,3
34.72327672648706,62.68841311938579,3.2156709999989066,13.68719310720834,3,1,1,20,2
27.321410155976224,81.83941868593196,4.87135913547036,4.434772864737421,2,0,0,13,2
30.73445405713939,60.78471619890317,1.867241760153337,1.178016451450662,2,0,0,11,1
30.516875242653224,74.09476516538153,1.9179177175492779,8.43946241902355,3,0,0,12,4
27.65106158214857,75.71658469352984,1.1110902432381131,1.98820847433384,1,1,1,8,1
33.68510986426471,66.34367227407658,4.687280388389733,1.5720625069408931,0,0,1,16,1
35.03442865823129,77.9100572716896,5.0998477794699735,11.728829341107978,0,0,0,13,2
28.504891534507166,67.1614545906865,4.122892626701537,13.85377742887764,1,1,0,22,1
26.334568553601322,61.043116536742914,4.396453093843516,14.156997123726292,3,0,0,14,2
31.623389526399965,69.86146064596474,5.036610882483979,3.5462936535085965,3,0,1,12,3
39.7911131783709,78.0385034798037,8.99068891113945,10.280331920143306,3,1,0,5,2
32.49946713807392,63.33605752583883,1.843726991811068,9.214226666495236,0,0,1,20,1
40.282508073124895,69.85908132250674,6.076020945344603,13.38865051309484,1,0,0,1,3
27.936143635640686,78.58643514858208,9.027810295399082,8.644944944734355,0,1,0,11,1
26.114097981201176,60.72168227746796,1.3163881946894174,10.736077107439957,2,0,0,21,1
32.30038441109831,62.089237221364755,4.422282775174826,7.9678013128076675,1,0,0,3,1
22.667030403581695,57.65743021485033,4.5366191801655615,7.781833087092409,2,0,0,11,2
27.204549047487586,73.55820226883216,2.599765880543699,8.341501573681219,3,0,0,11,2
21.976365020818655,73.50175527528395,4.447254945436019,8.91182080448809,0,1,0,11,1
37.8667263127305,79.86092419640084,5.037813231638979,8.087899731287239,1,0,0,6,1
31.00477797457396,65.97182225443785,3.7435508103869455,8.341743382141138,3,0,0,9,4
21.9446986490186,60.55143916196723,1.6400672424276141,9.088144730300666,1,0,0,4,1
32.28384006564926,56.96088085724736,1.9277000577053358,5.591873900187112,1,0,0,16,2
26.581022124830138,58.421580734779575,9.764254825249472,2.370583278534802,2,0,0,6,1
32.20970531367925,63.44813665122595,9.554846773656074,11.867687191093733,0,1,1,15,2
41.13352570632048,65.96370090268846,8.513900512984083,4.749194715932508,2,1,1,21,2
34.627915702858864,67.5465734427381,1.3119711522964017,14.660322132431265,2,0,0,22,3
25.88152163622407,66.61599592419533,9.055036333850706,2.887667746762734,1,0,0,10,1
35.669611908437844,61.110558299993926,4.406250301754964,3.0295881544977683,1,1,0,21,2
28.1734014175072,70.21222635970658,9.326290976120685,5.259972746099615,3,0,1,16,2
43.09764389396861,82.85134853536529,4.2133894032577945,1.1856001889636618,2,0,0,12,3
23.68782867051488,70.72302016909926,1.1335239097234544,12.303876234718548,3,0,0,15,2
31.544858225243285,79.0475219823382,5.219774882810273,4.493470829468638,0,1,1,5,1
43.67519339662143,69.42135774378616,1.7406844679357545,9.436992177809548,2,0,0,13,3
26.68425478746703,79.36262896086157,1.052980252812687,5.6395817322164925,2,0,0,12,2
36.6995227658849,88.98336823561172,7.816586300010763,1.0949053544356198,0,0,1,19,2
31.583174911960437,78.96084756685184,5.744335199587617,13.115860696665232,2,0,0,11,1
34.81335492787687,49.26577130037297,1.554215095247014,6.982790397576418,2,0,1,9,4
34.070888357836125,72.33732180780585,4.969827028741546,7.226834376872912,1,0,0,5,3
35.83000896781134,97.27041847739966,8.448690167438933,3.2300149254914485,3,0,1,15,1
28.417258092635496,53.92342908202168,2.988601525840967,7.6469290444569555,3,0,0,12,2
30.747670729953438,48.20097072000348,7.017482612049828,1.6937001388264528,3,1,1,9,1
38.39768409409406,82.29136418288478,1.162606817989304,1.5996630996890866,0,0,0,9,4
38.828948353558374,72.74740819638885,1.0959375434824377,2.626891344798767,1,1,1,19,1
25.797526173661087,84.86171175591907,9.006782115679787,8.190770351413084,1,0,0,9,3
31.75082201434803,63.47460778445992,9.965832310474367,1.8132814237486437,1,1,0,19,1
40.47346971217721,63.71559760002239,9.779453837716893,5.166543819511352,3,1,0,19,2
34.216554808800716,74.3555042240988,6.07709082745761,8.52018413687373,3,0,0,23,2
29.02641778046504,63.28161655746156,3.9128189360452295,6.941166896352087,2,0,0,10,2
30.553519077759514,61.09625487029494,5.596104049023342,7.149165447513181,0,1,0,14,2
27.064758214374095,63.73834580361729,8.138039573017624,8.477621370243154,2,1,1,19,2
35.59688270279329,72.42143707686792,9.283515660444163,3.067740083187765,1,1,1,14,2
33.140997256468324,54.02767413246681,8.710213892680088,8.600141866229485,2,1,0,16,2
31.973213671911726,69.02870974776881,4.513290539902087,6.123676632208272,2,0,0,15,1
37.23271085088938,73.09814609054557,3.7745177279266313,1.877436065643051,0,1,0,21,3
29.446589663136585,92.9860716123617,9.6520559800164,1.322392439531481,1,0,0,19,4
22.856544023205345,88.02699697281203,4.807612996332688,6.095246834692939,1,0,1,7,2
33.333125828643176,67.49913878900313,7.7170987422723885,4.974743151713794,1,0,0,7,1
43.0812325002889,53.850097522515,1.3142736258823278,11.83783180514607,0,0,0,11,4
36.561038572895754,71.77419123682839,3.0843639465644324,14.099830780460335,0,0,1,13,4
31.337819559368207,64.04084696665376,7.030279376551453,10.953933209008797,1,0,0,19,2
24.886024901734523,81.2270173524477,8.919500165889996,5.852234816491063,3,0,0,15,2
19.740477147714213,84.58698280659941,2.2208704698464974,5.69000468303403,0,1,1,6,1
29.911648984784314,79.25226534070707,1.5235600699384189,7.736921158368782,1,0,0,15,1
35.001614138752224,64.0629953332612,4.3578048652683465,2.6883222989689832,2,0,0,7,1
29.848150395720133,65.32161771786069,6.458680009921776,7.680664913464495,3,0,0,7,2
30.019031064470806,76.59167878742608,3.1965023992232444,13.75449079486836,1,0,1,17,2
28.610819909035587,77.80764254951856,4.698013326183117,12.448643468625814,2,1,0,22,2
35.342310266907404,72.70216225268182,5.138569341957917,10.820603361056522,0,1,0,22,3
26.53992935964826,75.03189180188522,1.8456995884186957,13.468366848960223,1,1,0,14,3
37.73527859818081,63.062652316999824,4.53969318472264,2.8640337331471817,1,0,1,10,1
36.329636384615085,77.06266806721302,8.57109235948722,1.2734758525260166,1,0,0,17,1
30.107830157631263,76.16683435828831,1.1894042614029263,2.0209418184862935,2,0,0,7,1
23.107480614185423,73.1519429414502,5.965590617734911,11.394030307784597,1,0,0,6,4
30.353239597279206,70.9820673881863,1.3917737610305485,7.377536280964166,3,1,1,17,1
27.670802775253676,85.5605513288611,8.07190505478418,2.403392758419897,3,0,0,9,2
30.36291636507238,69.60453049704607,6.3932211035276545,7.011371024642989,1,0,1,7,3
36.92592111479825,49.404735933768514,8.501826820444023,8.442878798927076,2,1,1,13,1
30.20127182037808,76.86873800998981,8.879799006480285,10.699064109925706,2,0,0,18,1
31.95691856584831,76.76244739469973,7.8250780647338,11.288043745031887,0,0,0,17,1
32.86589810054834,83.24631245511742,9.442376996441544,9.312934940002803,1,0,1,14,1
37.683356113314886,76.66903935971256,6.5287482794825085,5.095891798645622,3,1,0,10,2
32.79721155281255,73.27287132406637,5.895519930730066,2.745262720728553,0,0,0,14,1
31.099528155406517,78.2680426943939,4.322078768120568,3.508072557215508,2,0,0,8,2
39.577574212502356,61.52554960098988,5.777116292444801,4.387290312513132,1,0,1,19,2
31.47762013641827,71.81644487809035,3.5195673439825166,2.903684691428166,1,1,0,9,1
38.197573340497804,55.71829029039041,3.2505410827935015,2.4497704237226055,1,0,1,14,2
35.29425485286,73.47705545400282,1.7520559789572592,9.832595872473487,3,0,0,15,1
30.643708508935052,90.71716252376856,1.782842958075868,1.5767490761455316,0,0,0,14,1
38.59610908667169,63.71072958744096,2.636221581159563,12.439186358181185,1,0,0,8,3
26.38174125695939,63.993053026298305,8.871435816456254,14.862043701329092,2,0,1,3,2
32.42293765791102,58.913355695699,9.646523776932021,14.068971782913229,1,0,1,13,2
33.59961335421422,61.9936622430323,8.705048045254944,6.686442513995075,3,0,1,8,1
29.026229214612954,61.56763552763014,7.986621127561078,10.700568434206602,2,0,0,21,1
38.24063709333861,66.69303727495941,2.8468294276947255,14.983531792117061,0,0,1,6,3
31.04621479769773,87.44301535321893,3.4313325657332268,3.7687322739544205,0,1,0,9,2
28.2542138473117,77.24065871205691,3.3327016711269453,9.67953579582423,1,0,0,21,2
38.36279847229183,69.23842244277411,3.3549122537534406,14.418083708647405,3,1,0,12,4
35.55039908634186,78.06041145819229,9.586396600524244,6.108875765440672,0,0,0,23,3
33.274684043572954,70.86406964353684,8.164729392551326,6.95664648604321,1,0,1,14,3
39.09874487471761,74.51429845690262,8.156255552901538,9.747181724339557,0,1,1,7,1
26.259538678672467,59.078821553626184,7.297173069654383,1.792976007232718,2,0,1,18,1
26.03824128472957,71.04545818441615,6.141061977603941,9.023442270376176,0,0,0,23,2
22.96483052138461,74.2621924974583,9.299890184064637,2.5215702060567056,2,1,1,10,1
23.544449557721435,76.51248246312481,4.650447957084661,3.136577856081942,0,0,0,10,1
19.624226808612743,74.552111936145,2.9409300430029877,6.509870796024705,3,0,0,14,1
32.52085646964421,74.5565742883792,3.0045161279631243,9.481759137994864,1,1,1,5,3
24.95426511573051,72.31534591138666,9.168953808505632,5.589702610338382,3,0,0,9,1
25.58291004877837,65.14612821476607,7.265991258262997,10.98796182769805,1,0,0,22,1
32.824084136616015,95.85673571414097,1.5710649738054057,4.275612711107097,0,1,0,21,1
30.172779322618037,74.7571589283089,2.1512599802825996,7.1467490444188195,1,0,1,16,1
35.50233051986714,67.046581797889,3.6460069346723416,14.340398918598364,0,0,0,11,1
25.54204574608683,68.49183047335931,4.897148339199232,8.14849986343971,0,0,0,13,1
30.931495966633967,76.95183660727916,4.295209857322502,12.770546716634852,2,0,0,0,4
28.23002617059301,71.80152746563624,2.7708975670935203,1.4959149104843237,0,1,0,8,2
34.83489575515353,80.8914382516895,1.2585578201823897,13.69048770248067,0,0,0,19,4
38.58345667103044,67.25697619127342,8.54935594982361,7.542276558633069,1,1,1,21,1
34.50726379850841,73.32905023523162,5.375484811494786,9.968150088397081,1,0,0,8,3
25.30983281426369,71.3056169130672,3.87148709060956,12.051844158078765,3,1,0,16,2
28.53784814892948,59.745255600945754,4.555191514479927,3.2172899131828485,2,0,1,19,3
28.70920355659695,85.43493866505543,4.233017403151514,8.380213297053382,2,0,1,9,1
30.70102033514047,68.52051566237087,4.929940368133129,1.3219211201402827,2,0,1,13,2
35.90540501933909,91.76239015855508,4.815048660787788,6.317396716985109,3,0,1,8,2
31.79117818186659,68.4310475228177,9.288248331073776,4.342701599967075,1,0,1,21,2
39.379910822338196,66.66259960051856,8.262209507786096,12.098185039943377,2,0,0,1,1
36.350821042897714,59.085426750144734,2.4038540076023174,8.92497012668498,1,0,0,16,1
25.72999752406497,72.30619124697199,4.78118697897144,10.784553343288454,1,0,1,9,2
30.31984111442453,58.99261910676199,5.893599511345669,3.924495902281907,0,0,0,16,2
40.38530967830931,63.047919025289566,5.211295958177881,14.306743436870292,0,0,1,21,1
33.05086237155325,71.68682287223345,9.704595693326945,12.315104963044304,2,0,1,19,4
30.64933546755423,73.41336810442108,6.045368841492416,2.868459848966744,0,0,0,19,2
37.003259718901624,75.57688705610859,8.584212879249323,10.682540179713964,0,0,1,19,4
31.550075735675254,66.93177183648841,5.313608906131545,11.88303435742598,1,1,1,9,1
21.227284337662613,60.66084712012847,8.925680870357954,1.7817144856234775,1,0,0,10,2
35.60199988309579,68.62686277664214,7.629128287673513,2.6194084952000325,0,0,1,12,3
34.140095940405196,98.25177403173251,3.4557068882709423,3.781879298058217,3,1,0,21,1
36.10370263337873,65.3284439727492,7.062903067815838,5.376620604947821,2,0,1,19,1
26.14851679775531,73.11580201144758,4.846834844548218,1.8740349054672596,0,1,1,21,2
35.16855908493256,52.25014873395978,8.191009818311445,11.826238727513667,3,0,0,9,3
29.89085639596042,78.90524681264881,7.010611379290772,10.890971979694026,3,0,0,0,2
45.81992054174344,65.29625833593272,4.121936318507428,7.974743124534319,2,1,0,16,2
35.41016759799021,78.3039416326972,6.576107428030949,7.6455204056005,3,0,0,4,1
31.491055143186788,85.83906850880247,4.398812509999751,7.383271315114973,0,1,0,18,3
31.86722551039857,79.38036552054243,2.097757970549513,12.491830554486071,2,1,0,11,2
26.06083233366391,61.67901715411783,4.437079003293997,6.190161586433613,0,1,1,7,4
36.69393604393156,76.49682164284664,1.0045091703938878,3.1784240395437244,3,1,1,18,1
35.82830369111655,64.58314429530331,2.4115104090372537,5.249101751453814,0,0,1,14,2
37.58555351942854,72.46992972950692,8.361864189898373,2.9659432631437923,2,0,1,11,4
28.6043751178138,66.47569290043468,6.051382406192582,4.454268555718438,3,1,1,8,2
28.826770187879532,55.83576347648263,5.286490781503071,6.067144778805643,3,1,0,7,4
34.53428355002021,67.01370592452756,6.885151019414865,14.613700115468166,3,0,0,19,3
33.99158309918559,63.623360296898554,5.114669812579409,2.995304561699414,1,0,1,17,3
39.74130510185672,86.52086043143858,9.924037338029798,10.877779095231412,0,1,0,16,4
29.220265646194477,73.56897537295475,2.939013135369732,10.460574519260128,0,0,0,20,2
28.750807556125757,85.11490967773348,7.979296212930806,13.243520898053152,2,0,1,16,1
30.497763967501477,83.76680782454113,2.3067199845257074,2.3509279021054983,1,0,0,18,4
28.42767172698815,72.98524387005396,2.3836534292988127,2.724408578309603,0,0,0,19,1
32.215765973761606,73.87876961012026,6.976312732056478,14.793069666428734,3,1,1,7,1
31.669025013210184,78.80412551983552,8.76540395336847,12.655091341863516,2,1,0,13,1
33.14776088405089,69.89660385940094,7.17550057456749,6.986128024391633,2,0,0,21,1
33.58564808618017,76.04139926043321,7.064361731577908,2.7308864430471367,3,0,0,12,1
32.80763704056659,73.72925667200809,6.879555178056688,13.26146518305068,2,1,0,21,2
33.374974734228736,62.75127885260731,8.766756606623817,7.4462973811124265,3,1,0,18,3
26.626240305416346,59.82633910272015,2.390434448134635,13.754353345772754,2,1,1,20,4
20.099655363877783,64.62445317436504,5.027111416558369,5.514006970539158,0,0,0,21,1
32.693156309026065,56.71652759764339,2.711442030090451,7.520664044656625,2,0,0,15,1
35.87149147714826,62.95098187319083,7.612755838470857,13.087071663524682,3,1,0,10,3
31.815704104888113,81.80318272661299,6.398124454576054,5.997189726313642,1,0,0,12,2
29.084239974327478,76.56263142196539,3.4278822736875982,4.90127177446801,0,1,1,7,2
36.49381458820661,83.4647069843451,8.96532468005927,5.252729862899763,3,0,0,20,2
33.26637708803032,72.68422293453155,8.830568657392886,8.929312107633235,3,1,0,4,1
36.813447891305444,73.99870534768648,8.527680398645835,6.186702136140244,2,0,0,21,2
35.73028327288027,64.88342024874734,8.338424811883192,2.59818012384868,3,1,0,8,1
32.77204082262847,71.20756849667602,4.46896216591652,8.75561507537554,3,0,0,8,1
28.57545270491775,84.56367459489924,9.28003713139299,4.472312666105745,2,0,1,1,1
38.931868924858186,69.02762360865475,7.006638588601586,7.220836320892893,2,0,1,16,2
24.15681029584353,82.43044110324433,3.375490094081248,5.990942015449402,3,1,0,14,2
41.6810034440254,82.5567356682642,1.6810200468056904,1.987332338287434,2,0,1,10,1
27.65332162869475,59.283524749648834,8.082011650038574,12.843389883128467,1,0,1,10,4
31.721385487187327,73.06993609707747,5.814064020500568,12.00155746803293,0,0,0,15,2
31.50517812650813,75.4998680169576,8.423993344567853,4.831832442941064,0,0,0,14,2
32.10151624106287,55.48846871277896,5.1890997461778685,13.313630532133653,2,0,1,5,2
26.39063590917308,64.0889566049369,9.027617466345077,11.60547043441521,3,0,0,8,1
34.324779015075,76.91456161996886,7.543301115413927,14.7974420379515,0,0,1,17,3
36.4026636136268,77.02739687888156,5.304110509706226,11.474975060124725,1,0,1,9,3
25.861011935574638,53.61815520694756,1.6732073322808114,4.066065060385568,1,0,0,15,2
28.7033838334284,52.703555456281535,6.741495040756666,1.6781559341028527,1,0,0,11,1
27.379243485338268,65.75943725629527,8.900529292261176,10.487398433846344,1,0,0,7,2
31.845501590928794,69.33640886096623,1.2818122429870378,8.555108404068243,3,0,1,4,4
23.699887053931846,69.87947542028779,1.3938112795590438,5.139445165173009,2,0,0,22,4
25.899786165165082,61.05174378711685,7.8252389151341335,14.787133853055323,2,1,0,22,3
27.752509101572535,77.52051281243084,9.736078890243583,13.761920181593231,0,0,0,21,1
40.27255882915496,67.747818010557,9.690777753546234,11.323354893734766,3,0,0,6,2
33.543685557584205,63.83607791489897,4.061598520597274,12.451052725511198,2,0,1,12,1
25.92020873741856,63.833403741575786,9.158245093438744,3.0536149404344313,0,0,0,11,3
29.57529092490056,79.38904337392931,2.0969480996293255,10.214398984033316,2,0,1,13,1
37.45585055651618,85.68634602079511,3.1767703581926137,2.3585289396344167,0,0,0,0,1
30.302750362400182,64.3280083208505,3.805125282188741,5.917874158755086,0,0,0,16,2
30.55469737685562,55.73902312022651,9.438296082264106,7.7256085911091406,0,0,0,16,3
35.26198415383592,65.16349761349842,4.693806441753598,8.385401797641812,1,1,0,10,3
30.505598662400185,66.08526967035324,4.033386175578032,2.8504329087287372,3,1,1,13,1
27.776712291091222,73.10157563839367,2.118401984197101,7.960758371050735,2,0,1,12,2
28.90655027169109,62.501446290625275,5.813407467885484,8.954017054248231,0,0,1,7,3
25.911456222251086,62.19229651524184,3.1560782423988116,5.287438030447181,2,0,0,16,1
33.28517233317757,71.96079003094533,4.907245356897806,13.186967385328538,3,0,0,9,3
26.96919440805496,86.30425612260895,5.823119892444323,2.204941917023991,1,0,1,20,1
22.449339345540533,65.85027519892365,3.4223584947888264,5.092882692129688,2,1,0,10,2
28.266264439880782,60.49572391315004,2.3716925680156544,5.305143536034424,0,1,1,12,1
35.11319198340132,79.91861277810112,9.217667996886666,10.666001093043892,0,1,1,23,1
30.337226168915667,81.36879159381277,2.7259105193166655,6.879848220290806,3,0,0,8,4
34.87403312550818,78.70796867169479,2.3361086088253677,11.951560628503831,1,0,0,18,3
33.541096699756956,69.94978571102621,8.637340717282177,1.9513405230574532,1,0,1,20,1
34.889365708507555,80.08456954057141,8.488803039755842,1.8709573931362924,2,0,0,13,1
30.654587829849774,66.36520582970358,4.560387280879141,10.343878974137375,1,1,0,11,4
31.29675529313596,78.3295422091656,5.482173081942676,14.893914156744371,3,0,0,19,1
29.790340393118576,65.2256942977112,6.213959902336423,5.1523011750031955,0,1,0,17,1
34.60112300196967,63.305963295372464,5.388526039457572,3.5252333248152956,2,0,0,18,1
38.65349782633456,61.300786966590145,6.178293086540721,9.128608292091803,3,0,0,18,1
33.53214056247514,71.6430089925062,2.690789547702411,11.64798363163194,0,0,0,8,2
32.43339306850126,70.83400926632646,8.99769965415036,13.792828366879252,2,0,1,22,1
40.94501686261406,70.98644777846322,8.30816965890359,6.145126624418083,3,0,0,7,1
30.868493975545487,76.37171402512944,4.128644883263908,5.151001418514836,1,0,1,20,2
31.297031859497743,52.95258476720064,2.292319903093687,6.836420180661833,1,0,0,21,4
36.877506442079635,74.01179023226673,1.718107392415675,4.264104427350338,1,1,0,20,1
42.153229440243834,82.75337213255116,9.500927583424701,11.872223604323295,0,0,0,6,1
27.312168100509982,64.8174580599381,7.317933532046752,9.94135860252149,1,1,1,19,1
37.59054098579619,69.10546149788459,7.11068279606845,3.9831088584922405,3,0,1,20,2
23.642086063909538,48.59924282977537,8.082701594359877,9.14413130626342,3,1,0,13,1
30.2199461587067,73.38250595191828,6.1216451406567955,14.669158944149558,2,0,1,11,2
29.68948779814464,65.02255469274655,5.271252246315301,3.4500253828250624,0,0,0,13,1
36.5842257709299,66.42793450719175,5.382639131420637,10.51022631247227,3,0,0,14,1
32.93282438265693,84.19559500782171,1.3593753744112802,12.942788090685038,2,0,0,13,3
32.75476230009923,59.23063770721589,2.4583980100567127,3.7718203286540115,0,0,0,12,2
31.641407198846704,72.17884489353169,4.079618708176709,6.065710068754466,0,0,0,18,4
